Name,Solid_Style_Prob,Solid_Style_Score
Nameer Issani,0.0640193712904892,0.0204
Namitbir Singh Walia,0.827204520680936,0.9128
Narayan Venkatesh,0.14667884878150497,0.0942
Narek Ghimoyan,0.6190166141515231,0.6887
Narmin Khalafova,0.09387570443677985,0.0456
Nasrin Babayeva,0.5642304044553195,0.6215
Nasyrova Ekaterina,0.3062694274183362,0.2716
Natalia Zhukova,0.562985541300361,0.6197
Natalie Wisniowski,0.3755753313764599,0.3525
Nataliya Buksa,0.5351679497053208,0.5785
Nate Solon,0.3618042594913256,0.3347
Nathaniel Mullodzhanov,0.0948188845293724,0.0464
Naveen Jain,0.4513610725089137,0.4564
Nayem haque,0.13166876409784986,0.0787
Nazar Firman,0.15339505639564568,0.0976
Nebojsa Ristic,0.47176562643559034,0.4846
Necmettin KORKMAZ,0.522042657461123,0.5596
Neeraj Harish,0.4107638178751924,0.3996
Nemo Zhou,0.2221368471710265,0.1644
Nesa Modric,0.310185436788904,0.2772
Neven Hercegovac,0.6156797267291007,0.6846
Newansa M Esandi,0.18621349897578013,0.128
Nguyen Ngoc Truong Son,0.9685870716813734,0.9948
Nhat Minh To,0.8068968637848318,0.8957
Nhung Hong Nguyen,0.1853373339735501,0.1273
Nicholas Figorito,0.6902937256784362,0.7744
Nicholas Ladan,0.6607607651093559,0.7432
Niclas Huschenbeth,0.29990648292607536,0.2635
Nicodim_Cosmin Stepanencu,0.30752260129903874,0.2738
Nicola Altini,0.31839834656079347,0.2861
Nicolai Maxime Østensen,0.0669832357155064,0.0212
Nicolas Brunner,0.774577568542667,0.8616
Nicolas Cogan,0.530815603859674,0.5733
Nicolas De La Colina,0.21171980667570817,0.1514
Nicolas Perossa,0.5521102591335327,0.603
Nicolò Napoli,0.6177687173333994,0.6876
Nihal Sarin,0.6494136923290267,0.725
Nikhil Dixit,0.7754319416025979,0.8635
Nikita Fedotov,0.3224996860304004,0.2909
Nikita Filindash,0.5569075077858832,0.6089
Nikita Khoroshev,0.8800795983203678,0.9484
Nikita Kraiouchkine,0.4499401468266502,0.4538
Nikita Matinian,0.7555188332898989,0.8442
Nikita Meshkovs,0.7365103768150354,0.8215
Nikita Shandrygin,0.5500963296403858,0.6
Niklas Schmider,0.5069893233615961,0.5388
Niklesha Tharushi,0.5198044383548244,0.557
Nikolai Aliavdin,0.5360067605900303,0.5803
Nikolai Kabanov,0.7480964878393949,0.8353
Nikolai Vlassov,0.5667333550579555,0.6241
Nikolaos Skiadopoulos,0.528672403400958,0.5703
Nikolaos Spyropoulos,0.6782183675543583,0.7607
Nikolas Koutlas,0.3737178397653932,0.3506
Nikolas Theodorou,0.7425203709237498,0.8301
Nikolay Kleimenov,0.23800722891867915,0.187
Nikolay Maevskiy,0.4708984424405376,0.4831
Nikolay Milchev,0.7017842423500785,0.7881
Nikolay Pavlov,0.7426412476936214,0.8304
Nikoloz Petriashvili,0.7508006994946314,0.8378
Nikolozi Kacharava,0.5122756700031414,0.5477
Nils Grandelius,0.7793302860917054,0.869
Nils Richter,0.5395108405622189,0.5863
Nima Hosseinzadeh,0.6921847315978091,0.7763
Nimay Agrawal,0.10388572349780753,0.0557
Nino Batsiashvili,0.528022449871024,0.5696
Niranjan Navalgund,0.17830742391869203,0.121
Nisha Mohota,0.2925179020071244,0.2553
Nisim Iliaguev,0.6241923225957147,0.6946
Nita Lucian,0.4386328803344936,0.4375
Nitai Leve,0.40759275123618693,0.3952
Nitin Senthilvel,0.022384903331694784,0.0019
Nitish Belurkar,0.5888154762464293,0.6523
Nitish Nathan,0.25878302573346657,0.2141
Nitzan Steinberg,0.5938216547748202,0.6594
Noah Thomforde-Toates,0.6469061815149888,0.7228
Noam Vitenberg,0.22322237976726553,0.1666
Nodar Lortkipanidze,0.3208927944461881,0.2894
Nodirbek Abdusattorov,0.5877804986964866,0.6497
Novak Čabarkapa,0.21674835639660528,0.1592
Novendra Priasmoro,0.4286603078427798,0.423
Noël Studer,0.6076611365087323,0.6783
Nurai Sovetbekova,0.3385300502909044,0.3069
Nurgazy Zheenbekov,0.13939220011563824,0.0868
Nurgyul Salimova,0.44507373071257195,0.4464
Obolenskikh Dmitry,0.9596856964618802,0.9922
Okan Bulgurlu,0.5824536212788821,0.6427
Olaf Michalski,0.6442627243883549,0.718
Oleg Artemenko,0.4766804768134615,0.4942
Oleg Badmatsyrenov,0.6753041003682828,0.7573
Oleg Kozlov,0.40639587538335886,0.3926
Oleg Papayan,0.8267016029533663,0.9121
Oleg Rychkov,0.23503553704947774,0.1822
Oleg Terletsky,0.6475857855101368,0.7232
Oleg Vastrukhin,0.6823480799431345,0.7644
Oleg Yaksin,0.35778210398710736,0.3306
OlegKrivonosov,0.9577364434975083,0.9915
Oleksandr Bortnyk,0.7768385673128961,0.8664
Oleksandr Kuzhilniy,0.7726052267675326,0.859
Oleksandr Matlak,0.32976928933546185,0.2972
Oleksandr Prokhorov,0.3514120945415719,0.3247
Oleksandr Shymanskyi,0.6022900414374721,0.6709
Oleksandr Vasynda,0.4954967718447973,0.5232
Oleksandr Yevchenko,0.3954426065107489,0.3766
Oleksandr Yurovskykh,0.8832858481075769,0.9521
Oleksiy Solovchuk,0.6231396315099406,0.6935
Olexandr Shevchuk,0.6166647353268754,0.6861
Olexiy Bilych,0.8197077703646658,0.9054
Olga Artemyeva,0.2290049996031236,0.1729
Olga Babiy,0.28294488115556804,0.2456
Olga Badelka,0.3013807190483596,0.2657
Olga Girya,0.9384695241246653,0.9837
Olga Karavaeva,0.11250675727300766,0.0635
Olga Kuznetsova,0.5058510654338535,0.538
Olga Matveeva,0.33921093361749594,0.3076
Olga Sikorova,0.27302611425274453,0.2334
Olga Yushko,0.15018976088922806,0.0972
Olga Zhuravleva,0.17196485170996553,0.1143
Oliver Stork,0.21653062066319007,0.1584
Oliver Wartiovaara,0.7627634358034184,0.8531
Olzhas Khamzin,0.38830226284769415,0.3681
Om Kadam,0.17361621364587743,0.1165
Omar Garcia Blanco,0.38423839949292377,0.3629
Omer Akkara,0.5501166137765244,0.6004
Omran Alhosani,0.43481091761583024,0.4312
Ondrej Toman,0.6301314961048157,0.7035
Onno Elgersma,0.6454571313734767,0.7206
Orest Vovk,0.5354383636117201,0.5796
Ori Kobo,0.5097937624061943,0.5429
Ori Taichman,0.40629179539922544,0.3918
Oriol Serra Canals,0.1494747184474931,0.0965
Ortik Nigmatov,0.4239577620285405,0.416
Oscar Ardila,0.2713347869569948,0.2304
Oscar yosimar Acosta cruz,0.2608927399343728,0.2171
Oskar Wieczorek,0.6859379641409271,0.7688
Owen McCoy,0.0340188294972891,0.0059
PAULO CÉSAR COSTA,0.46160635927768806,0.472
Pablo Barrionuevo,0.5086716952519319,0.5414
Pablo Glavina,0.6775207186575976,0.7599
Pablo Lalanne,0.3062257564469795,0.2712
Pablo Salinas Herrera,0.08599894682312358,0.0367
Pablo Zarnicki,0.6449462393456269,0.7195
Paco Rubio Tent,0.8670160782784915,0.9384
Padmini Rout,0.4827088315966336,0.5054
Panagiotis Hristodoulou,0.8342279482086783,0.918
Pantata007,0.6288505347773803,0.702
Paolo Ciuffoletti,0.6229820677379603,0.6928
Papp Levente,0.451805490390771,0.4568
Papp Petra,0.7232515641710915,0.8104
Pappu Murthy,0.18951841010733075,0.1299
Parham Maghsoodloo,0.6455693368960608,0.721
Paris Prestia,0.5385047540070641,0.5837
Pariston Hill,0.7092423432594547,0.7989
Patrick Aizpurúa,0.45497090441953497,0.4597
Patrick Perry,0.8388525171297356,0.9213
Patrik Aalto,0.5713512431393466,0.6289
Patrik Stevik,0.442319335472883,0.443
Patryk Chylewski,0.660678177921266,0.7429
Patryk Cieslak,0.7444708892360834,0.8319
Patryk Stanisz,0.2634565142581189,0.2193
Patty Castillo,0.5477088643656021,0.5967
Pau Marin Ferragut,0.2955162387274767,0.2586
Paul Burke,0.3693986980652037,0.3436
Paul Cristian Rusan,0.5648192411704217,0.6219
Paul Makarov,0.19905128489357446,0.1384
Paul Richter,0.20387320220453137,0.1429
Paul Rohwer,0.29815984298028764,0.2605
Paulina Cagara,0.0961021334736771,0.0482
Paulius Pultinevičius,0.1331033823189206,0.0798
Paulo Jodorcovsky Werjivker,0.14028989668758315,0.0883
Pavel Chernomordik,0.3318319680259486,0.3006
Pavel Eljanov,0.6477062259133036,0.7236
Pavel Kiselev,0.4469638921582092,0.4494
Pavel Plotnikov,0.11495168989573538,0.066
Pavel Politov,0.26252845074834663,0.2178
Pavel Ponkratov,0.7934422282339287,0.8816
Pavel Salman,0.3429317508423904,0.3135
Pavel Skatchkov,0.5107225562840434,0.5447
Pavel Smirnov,0.3413775623043268,0.3113
Pavel Tregubov,0.9124584480556164,0.9692
Pavel-Alexandru Nastore,0.10769943682703383,0.059
PavelShkapenko,0.9690176027548073,0.9955
Pawel Flis,0.4415750446780299,0.4416
Pawel‚ Dudzinski,0.6057690615477016,0.6761
Paweł Kowalczyk,0.18089842329639388,0.1239
Paweł Kukuła,0.23019867610333594,0.174
Paweł Sowiński,0.5497478940016352,0.5993
Pedro Espinosa,0.5414771155150641,0.5892
Pedro Filipe Rego,0.6568757034783438,0.7365
Pedro Gil Ferreira Da Silva,0.6674455551315248,0.7499
Pedro Martinez,0.7112841956114251,0.8019
Pere Garriga Cazorla,0.3598937464138336,0.3321
Peter Keller,0.7578395907197812,0.8453
Peter Lizak,0.8743423765914073,0.944
Peter Prohaszka,0.7781184860645742,0.8672
Peter Roberson,0.32613265208544434,0.2931
Peter Sadilek,0.6948368432600197,0.7788
Peter Svidler,0.7149210810916318,0.8045
Petr Matyukov,0.22516405669676107,0.1692
Petro Golubka,0.5572958352761732,0.6093
Phileas Mathieu,0.4636712178137645,0.4746
Philipp Sonnenschein,0.28346072937114625,0.2464
Phuong Hanh Luong,0.5379356766319734,0.5826
Piero Mazzilli,0.8907064487886679,0.9596
Pierre Barbot,0.31009520058383466,0.2768
Pierre Villegas,0.5014584459317322,0.5321
Piotr Brodowski,0.3812015625380448,0.361
Piotr Brzezina,0.6615050307280194,0.7447
Piotr Dobrowolski,0.8974070781185486,0.9633
Piotr Kejna,0.2727629413070945,0.233
Piotr Lopusiewicz,0.7607764728319226,0.8505
Piotr Piesik,0.6808869457355209,0.7625
Piotrek Mickiewicz,0.5005184509544207,0.5306
Plamen Stefanov,0.7268062348182609,0.8148
Polina A Smirnova,0.8446054694677819,0.9243
Polina Gutkovich,0.2633458383043347,0.2189
Polina Shuvalova,0.5626476396780228,0.6193
Pouria Darini,0.9534358172678488,0.9896
Pouya Idani,0.8881046428922789,0.9581
Praggnanandhaa Rameshbabu,0.27029944225924507,0.2275
Pranav Anand,0.022387342588548225,0.0022
Pranav Senthilkumar,0.21713054497821097,0.1599
Pranav V,0.19770447409277034,0.1373
Pranesh M,0.05844491841981956,0.0174
Praveen Balakrishnan,0.5144316410575918,0.5506
Prithu Gupta,0.4816134131601677,0.5035
Priyansh Garg,0.5281464611043065,0.5699
Prraneeth Vuppala,0.5709012765782594,0.6278
Przemyslaw Koc,0.3409587569975784,0.3106
Punin Andrii,0.6819473524073537,0.764
Qi Pang,0.6445596852933013,0.7187
Qianyun Gong,0.06837337339163463,0.023
Qingyu Yuan,0.5719852175438459,0.6301
Quiet_Desperation,0.288765472490118,0.2505
Quoc Hy Nguyen,0.6599188431415008,0.741
RICHARD POLACZEK,0.41337543681573263,0.4033
Raahul V S,0.5132778996510516,0.5484
Rachid Schrik,0.4875425701243402,0.515
Radmila Kovacevic,0.45905132067559073,0.4675
Radoslaw Szczepanek,0.18942256085834336,0.1295
Radosław Dzierżak,0.8359048681487353,0.9195
Rafael Leitao,0.6593673773893061,0.7399
Rafael Merino García,0.3412065024350083,0.3109
Rafael Miranda,0.6339959698764396,0.7069
Rafael Teixeira,0.1432776347665133,0.0909
Rafael Vahanyan,0.8666044249240317,0.938
Rafael Ventura dos Santos,0.4499659277305442,0.4542
Rafail Antoniou,0.6306960024297926,0.7046
Rafal Szyszylo,0.12914102175432018,0.0768
Rafał Lewandowski,0.36181051269823955,0.3351
Rafał Tymrakiewicz,0.7164380359466812,0.8071
Raja Rithvik R,0.624241715446124,0.695
Rakesh Kulkarni,0.5796771269760691,0.6393
Ralph Federick Tan,0.3319194733344529,0.3009
Ramil Faizrakhmanov,0.6735759691938815,0.7562
Ramiro Corona Monraz,0.3478743944928979,0.321
Ramon Jr. Manon-og,0.15631208636928845,0.1009
Ramyres Santana Coelho,0.2111177334025518,0.1503
Randal Ferguson,0.36757330280573763,0.3414
Ranesh Ratnesan,0.1657315973417122,0.1106
Ranindu Dilshan Liyanage,0.10128786374508639,0.0527
Raphael Alonso,0.4798625609048196,0.5006
Raphael Lagunow,0.5994997905385928,0.6698
Raphael Mayaud,0.9357908943812614,0.9833
Raset Ziatdinov,0.27462261372492125,0.2356
Rashad Zeynalli,0.9174453841935988,0.9714
Rasmus Skytte,0.5948348662891253,0.6609
Rasmus Svane,0.9093939082065411,0.9673
Rastko Svicevic,0.5133693241099555,0.5488
Ratko Novak,0.4234815368107106,0.4148
Raunak Sadhwani,0.7094266146494522,0.7993
Ravan Aliyev,0.58891691131662,0.6531
Raven Sturt,0.3050743725639222,0.2701
Raymond Gao,0.6712100007545546,0.754
Raymond Kaufman,0.574680125918983,0.6334
Razvan Preotu,0.7826368386037073,0.8727
Read Samadov,0.48298051085833116,0.5065
Rebeca Garcia Hernandez,0.38129821390954116,0.3614
Rebeca Jiménez Fernández,0.14030959237354504,0.0887
Reem Sherman,0.10048925834061606,0.0523
Regita Desyari Putri,0.386001930069201,0.3651
Reinis Paikens,0.0557967301266525,0.0156
Remy Rushbrooke,0.7356603641590084,0.8208
Renato Quintiliano,0.5178258732856331,0.5555
Renato Terry,0.7490477748486731,0.8356
Rene Humberto Perera Alfonso,0.23637111560139976,0.1829
Rene' Phillips,0.6123363986890302,0.6809
Renzo Jhonathan Rengifo Blancas,0.4985878117120621,0.5269
Reza Mahdavi,0.2738548644069907,0.2345
Rian Kapriaga,0.49757101467438514,0.525
Ribeiro Domingues Ribeiro,0.6592255276773129,0.7395
Ricardo D Darruda,0.7977298371771612,0.8846
Ricardo Maruchi Desideri,0.23394733599922318,0.1803
Richard Bethke,0.17794447866449842,0.1202
Richard Persson,0.7078239088453231,0.7963
Richard Pert,0.3588851011335302,0.3314
Richard Stalmach,0.2244502111759538,0.1685
Richard Vedder,0.19232622640723854,0.1306
Richard Yi,0.31891075583178313,0.2872
Rick Frischmann,0.4701033259580947,0.4809
Rick GC,0.2711694067834931,0.2297
Rinat Jumabayev,0.6441250050246028,0.7173
Rishabh Chandrashekhar Gokhale,0.18185067527635185,0.1247
Robby Kevlishvili,0.24563860937285287,0.1967
Robert Aloma,0.48605770189972475,0.5109
Robert Baskin,0.8372963103833075,0.9202
Robert Díaz Villagrán,0.500573124605036,0.5314
Robert Gabriel,0.8598484397657618,0.9336
Robert Hungaski,0.6447769643836312,0.7191
Robert Kula,0.23706341597500616,0.1848
Robert L. Hess,0.34613512606509184,0.3184
Robert Mcligeyo,0.5462872197738398,0.5959
Robert Piliposyan,0.47802638350939197,0.4968
Robert Ramirez,0.2620008543811493,0.2174
Robert Safin,0.7495916550532119,0.8364
Robert Sava,0.5799923056168723,0.6397
Roberto Al Avila Bautista,0.3763790867468403,0.3536
Roberto Carlos Gomez Ledo,0.8628575557165293,0.9351
Roberto De Abreu,0.455432858254754,0.4612
Roberto Junio Brito Molina,0.832755550523341,0.9154
Roberto Martin del Campo,0.5289503522487059,0.5707
Robinson Perez,0.5584700769821918,0.6111
Rodion Radzhabov,0.8939287542694746,0.961
Rodolfos Stamatiou,0.40761297561560894,0.3955
Rodrigo Espinoza Villanueva,0.034226294436227725,0.0067
Rodrigo Mendoza Acuna,0.5170676876240424,0.5544
Rodrigo Román,0.511236963914284,0.5458
Rodrigo Vasquez,0.3807140668632293,0.3599
Rogerio Paulo Muller Fernandes,0.4285588162077154,0.4226
Rohan Rajaram,0.23812087966601977,0.1874
Rohit S,0.26910688319644616,0.2252
Rohith Krishna,0.02398478969341446,0.003
Rohun Trakru,0.689342629678225,0.7733
Roman Dehtiarov,0.470508372990888,0.4827
Roman Ganzhurov,0.058367701538712825,0.0171
Roman Gavrilin,0.2632419140165424,0.2186
Roman Goldin,0.2448321680914015,0.1952
Roman Jiganchine,0.8805672546438258,0.9499
Roman Kezin,0.41562579736004013,0.4056
Roman Komov,0.7146871477771584,0.8037
Roman Kozelov,0.44890301804350907,0.4516
Roman Kuzmin,0.2688220281491276,0.2237
Roman Novoselov,0.07119610379549773,0.0263
Roman Ovetchkin,0.8048478001483412,0.8935
Roman Pyrih,0.32019902025024116,0.2883
Roman Shogdzhiev,0.5174293950839832,0.5547
Roman Shton,0.6558232641342994,0.7332
Roman Tomaszewski,0.5028144468577049,0.5336
Roman Yanchenko,0.9141068269793994,0.9696
Ronaldo Alonso Moreira,0.682595802485924,0.7647
Ronan Le Goff,0.4337099041218819,0.4301
Rosh Jain,0.098601483487178,0.0505
Roshan Sethuraman,0.31611635419427875,0.2824
Roven Vogel,0.7374016011279834,0.8234
Roza Idrisova,0.8238812502335522,0.9102
Ruben Akhayan,0.615924439944104,0.685
Ruben Gideon Köllner,0.7540343424760614,0.8427
Rubens Gazineu,0.5430018133290156,0.5918
Rubén Domingo Núñez,0.21562104583646105,0.1573
Rudi Olenik Campa,0.0875762438866466,0.0386
Rudik Makarian,0.7762047243669078,0.8653
RupeshReddyY,0.25974912124563143,0.2163
Rushan Bogaudinov,0.6467088155485029,0.7224
Ruslan Gnechko,0.13662201713504582,0.0839
Ruslan Kashtanov,0.48601069186249496,0.5098
Ruslan Kavyev,0.43192769470080217,0.4282
Ruslan Momunaliev,0.16189278868903717,0.1076
Rustam Khusnutdinov,0.9148574486569643,0.9699
Rustam Rustamov,0.8806948565363178,0.9503
Rustem Gorbenko,0.5956314029770715,0.6627
Ryan Amburgy,0.7098343763345472,0.7996
Ryan Hamley,0.15682722895555226,0.1017
Ryo Chen,0.47484388453252635,0.4894
Rômulo Cardoso,0.29108034373109626,0.2538
S R,0.30673711607330684,0.2731
S.L. Narayanan,0.49208328438906523,0.5195
SALVA-DALI,0.3223911625666261,0.2905
SHAPIRO VIKTOR,0.5239154028470676,0.5636
Saadat Bashirli,0.23287642238147477,0.1774
Sabir Umarov,0.5773968126794199,0.6375
Sabrina Vega,0.37118052428997583,0.3466
Safin Safarullakhan,0.10298422366376017,0.0542
Sahaj Grover,0.5732373366914887,0.6312
Sahebali Atanejhad,0.7028478432865624,0.79
Sahib Singh,0.3800381725758987,0.3596
Sahil Tickoo,0.8929531634007226,0.9607
Sai Krishna G V,0.18734743251841612,0.1288
Sai Nirupama Kotepalli,0.19944357880278202,0.1391
Saidakbar Saydaliev,0.2495051997621439,0.2022
Sakshi Chitlange,0.3963480759469363,0.3774
Salem AR Saleh,0.398794108970938,0.3826
Salomeja Zaksaite,0.4986207733065009,0.5273
Sam Schmakel,0.3919596222695678,0.3722
Sam Sevian,0.3161828575985157,0.2827
Sam Shankland,0.9642631844825276,0.9926
Sambit Panda,0.30669117271995305,0.2727
Sameer Mujumdar,0.3721512490851187,0.3477
Sammed Shete,0.16283440733805876,0.1083
Samuel Fieberg,0.6046469004177037,0.6738
Samuel Jesus P Goncalves,0.8009442106134473,0.8902
Samuel Malka,0.5592448824750911,0.6126
Samuel Zenelaj,0.7366065397678053,0.8223
SamuelGhimpu2003,0.44849057996175323,0.4508
Samvel Ter-Sahakyan,0.8006162395431182,0.8898
San Thit Lwin,0.4408048028059953,0.4404
Sanan Sjugirov,0.4318400235255339,0.4275
Sandi Stojanovski,0.8803025522850335,0.9488
Santiago  Rodriguez,0.4953449274753427,0.5228
Santiago Avila Pavas,0.4760130553975993,0.4924
Santiago Guevara,0.16075518366193903,0.1058
Santiago Quiñones García,0.3321532581653074,0.3017
Sarah Sima Derlich,0.17218900368296713,0.115
Saravana Krishnan P,0.3195556333606267,0.2876
Sargis Manukyan,0.5042468114982372,0.5358
Sargis Sargissyan,0.726193266616889,0.8137
Sarp Sahin,0.14448693551079933,0.092
Sarveshwaran V,0.06872498170861703,0.0234
Sasvatha A,0.4379330554314097,0.4364
Satbek Akhmedinov,0.6561559429474717,0.7343
Sathvik Adiga,0.27576428350221543,0.2367
Satria Duta Cahaya,0.1577371704943916,0.1028
Savitha Shri B,0.09828187717679264,0.0494
Savva Vetokhin,0.27964468766149964,0.2408
Sayed Javad Alavi,0.7001938600743297,0.7863
Sean Senft,0.4066150777927822,0.3941
Sebasti&aacute;n Mar&iacute;n,0.5004423237359872,0.5291
Sebastian  Zsombor Peczely,0.4550661362848283,0.4601
Sebastian Bazzano,0.5324504580460954,0.5759
Sebastian Mihajlov,0.03894618364026216,0.0093
Sebastian Półtorak,0.5522002186053963,0.6033
Sebastien Azar,0.3948515143960563,0.3755
Sebastien Maze,0.9190795488161114,0.9737
Semen Kazmin,0.4370659419746367,0.4353
Semen Khanin,0.5567669570128283,0.6085
Semen Mitusov,0.3085538545217027,0.2746
Semen Novozhilov,0.2605903040937618,0.2167
Semetey Tologontegin,0.19726867037896972,0.1369
Semyon Puzyrevsky,0.3418819417398874,0.3117
Senthil Maran,0.837596752598872,0.9206
Seo Jungmin,0.6715575292693756,0.7544
Serafin Moral Garcia,0.7110750786055924,0.8015
Serban Cristian,0.5929902636600123,0.6586
Serdar Murat Yildiz,0.6482967069428405,0.7243
Sergei Iskusnyh,0.7180838114665656,0.8089
Sergei Ljukin,0.3556964505737499,0.3299
Sergei Lobanov,0.30283990736286476,0.2672
Sergei Mihajlovskij,0.4326939317876928,0.4293
Sergei Zhigalko,0.46602002718501045,0.4768
Sergey Drygalov,0.4577261187674644,0.4653
Sergey Grigoriants,0.8159065924499634,0.902
Sergey Nefedov,0.8142429122721049,0.9009
Sergey Rodchenkov,0.09551464101076385,0.0475
Sergey Sergienko,0.5563154931287739,0.6078
Sergey Shipov,0.6651748863686386,0.7481
Sergey Shtyka,0.5611783568158092,0.6171
Sergey Sklokin,0.5265435228787128,0.567
Sergey Slugin,0.27545066994605727,0.2364
Serghei Gostev,0.7136782177822664,0.8026
Sergio Barrientos Chavarria,0.13318280687865436,0.0801
Sergio Hernández Leon,0.2521533729169512,0.2045
Sergio Joshafatt Morales Garcia,0.6432284579324083,0.7154
Sergiy Zavgorodniy,0.5076033932596724,0.5403
Serhan Berat Özdemir,0.8767888238376319,0.9466
Sethuraman S.P,0.6742738599377992,0.757
Setu Madhav Yellumahanthi,0.5978875501413264,0.6657
Seyed Abolfazl Moosavifar,0.4180171937823632,0.4085
Seyed Kian Ghoreishi Amiri,0.3336249115363777,0.3028
Seyed Poormosavi,0.360147077156001,0.3328
Shaaketh Sivakumar,0.44518015663122157,0.4468
Shaashwath Sivakumar,0.23291762379324848,0.1777
Shahdad Teimouri Yadkuri,0.31277905575452986,0.2779
Shahruh Turayev,0.36492648907654246,0.338
Shakhriyar Mamedyarov,0.8314104987393435,0.915
Shamil Arslanov,0.27037257850013124,0.2278
Shamsiddin Vokhidov,0.7371841311206612,0.8226
Shane Melaugh,0.2637176304160519,0.22
Shanmukha Meruga,0.29081162260618,0.2534
Shant Sargsyan,0.8197241716615655,0.9058
Sharapov Evgeny,0.8834479504588838,0.9525
Sharath Radhakrishnan,0.7509195150956133,0.8382
Sharvesh Deviprasath,0.2338741365894995,0.18
Shawn Martinez,0.2340680552108846,0.1807
Shawn Rodrigue-Lemieux,0.15951161565052677,0.1043
Sherif Khater,0.34839955231666203,0.3221
ShimanovAlex,0.661098519176606,0.7436
Shiyam Thavandiran,0.36409155637661134,0.3365
Sho Glashausser,0.6702408124896035,0.7536
Shreyas Royal,0.017395523338497004,0.0007
Shubh Laddha,0.4019260609465283,0.3844
Shubhi Gupta,0.14691889052486737,0.0946
Shukhrat Makhmudov,0.5055782590852346,0.5373
Shyaamnikhil P,0.8235128040155365,0.9095
Shyam Gandhi,0.7037355911494774,0.7926
Siar Yaran,0.7314629401668044,0.8193
Siem van Dael,0.5739778694742899,0.6327
Sihan Tao,0.7852016073701715,0.8753
Silvius Tiberius,0.2726224587860946,0.2319
Simao Poscidonio Dias,0.24797157245522183,0.2004
Simeon Todev,0.47603669080246147,0.4928
Simon Lamaze,0.6050671347996877,0.6746
Simon Williams,0.30667668870885517,0.2724
Sina Movahed,0.025923448016356432,0.0041
SirMittensofMittensville,0.4453008354378639,0.4471
Siva Mahadevan,0.06281212083650647,0.0193
Sivanesan Nithyalakshmi,0.09616290488094034,0.0486
Skat2704,0.5093972437973759,0.5425
Slaven Pastar,0.6516836645035715,0.7288
Slobodan Filipovic,0.5492506390761963,0.5985
Sofia Blokhin,0.039814137494630523,0.0096
Sofia Pogorelskikh,0.4375697188338769,0.4356
Sofiia Hryzlova,0.09938294079916557,0.0508
Soham Kamotra,0.8200949404802385,0.9061
Soltan Muradov,0.2130444791869623,0.1544
Sondre Melaa,0.6613789919016113,0.7443
Soren Bech Hansen,0.8235069666717086,0.9091
Sourath Biswas,0.5221790632732626,0.5603
Sravan Renjith,0.1994182397700995,0.1388
Sreyas Payyappat,0.23764372086427787,0.1852
Sricharan Pullela,0.24729909444581652,0.1993
Srihari L,0.06905181915274758,0.0237
Srihari L R,0.7086279174592308,0.7981
Srinath Narayanan,0.26556411688028214,0.2219
Sriram Krishnakumar,0.6979418926814871,0.7833
Srishti Pandey,0.1306149040328251,0.0783
Srivastan Karthikeyan,0.6721074372147313,0.7547
Stamatis Kourkoulos-Arditis,0.8664399145422162,0.9377
Stanislav Bukreev,0.7256677597906842,0.8126
Stanislav Kovalevsky,0.32030669795128286,0.2887
Stanislav Tsyhanchuk,0.1074883585127114,0.0583
Stanisław Osiecki,0.47432011485646053,0.4891
Stanley Badacsonyi,0.3643719683557842,0.3373
Stanoje Jovic,0.43494148106341585,0.4315
Stefan Eilers,0.6374492622138861,0.7102
Stefan Mladenovic,0.3845190510598962,0.3636
Stefanos Kazantzoglou,0.6143866079981244,0.6824
Stelios Halkias,0.3777321974216602,0.357
Stepan Osinovsky,0.5793696054929716,0.6386
Stephan Becking,0.8167111715487823,0.9032
Stephen Capp,0.25403087911944355,0.2074
Stephen Willy,0.3544867646128845,0.328
Steve Harrington,0.3840995488304443,0.3625
Steven Cooklev,0.5409851061415312,0.5878
Steven Javier Rojas Salas,0.4642322582531329,0.4753
Steven Zierk,0.6463512285572008,0.7221
Stöttner Lukas,0.21151682504149155,0.151
Sujana Lohani,0.3398503223935373,0.3095
Suleyman Suleymanlı,0.7066812135940165,0.7952
Sully McConnell,0.43545576231931477,0.4323
Sultai Chyngyz,0.08268323113907015,0.0338
Sultanbeibarys Dumanuly,0.4979487713584102,0.5258
Sune Berg Hansen,0.4704353221886981,0.482
Supratit Banerjee,0.4115304082179116,0.4007
Suresh Harsh,0.5882077554806058,0.6512
Susanna Gaboyan,0.48602801795293304,0.5106
Suvradeepta Das,0.48931030606065773,0.5176
Suvrajit Saha,0.5536236506652461,0.6052
Suyog Wagh,0.01891542662770707,0.0015
Sven Tica,0.4322295393285879,0.4286
Svetlana Vifleemskaia,0.917670158579241,0.9718
Svyatoslav Korneev Leskova,0.3548194505430557,0.3284
Svyatoslav Lisenkov,0.5779744796607088,0.6378
Swara Lakshmi Nair,0.25545666000120726,0.21
Sweafty,0.2904599040040735,0.2523
Szymon Gumularz,0.4793737513702716,0.4994
Sébastien Bouchet,0.44696852478457866,0.4497
Símon Þórhallsson,0.669924057510456,0.7525
Sławomir Kurpiewski,0.29853841336622644,0.2616
Sơn Đặng,0.3849455112401031,0.3644
Tabaré Bustelo,0.2254445547987108,0.1696
Tahsin Tajwar Zia,0.7063349198344141,0.7944
Talaibek Osmonbekov,0.2770834687996492,0.239
Talibov Shiroghlan,0.29928712436461585,0.2627
